product_name,item_internal_name,product_category_name,product_category_description,Category Visibility,type,Item Colour,price,allow_custom_amount,item_cost_price,item_description,collection_vat_amount,on_premise_vat_amount,allergens,dietary_requirements,modifier_category_name,modifier_category_internal_name,modifier_category_type,modifier_category_selection_required,modifier_item_name,modifier_internal_name,modifier_item_description,modifier_allergens,modifier_dietary_requirements,modifier_value,modifier_cost_price,modifier_default_option,Rank
L&G SCHWARZBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK L&G SCHWARZBIER SIZE / OPTIONS,single choice,no,HALF TOP,21200006505,,,,-3.4,,no,356480377813
L&G SCHWARZBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK L&G SCHWARZBIER SIZE / OPTIONS,single choice,no,MASS,21200006507,,,,7.1,,no,356480377813
LAZARUS STOUT,,GUEST BEER / CIDER,German Kraft,All,drink,Sunrise,7.2,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK LAZARUS,single choice,no,PINT,PINT LAZARUS,,,,0,,yes,356480376413
LAZARUS STOUT,,GUEST BEER / CIDER,German Kraft,All,drink,Sunrise,7.2,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK LAZARUS,single choice,no,HALF,HALF LAZARUS,,,,-3.4,,no,356480376413
LAZARUS STOUT,,GUEST BEER / CIDER,German Kraft,All,drink,Sunrise,7.2,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK LAZARUS,single choice,no,SHANDY,SHANDY LAZARUS,,,,0,,no,356480376413
LAZARUS STOUT,,GUEST BEER / CIDER,German Kraft,All,drink,Sunrise,7.2,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK LAZARUS,single choice,no,HALF SHANDY,HALF SHANDY LAZARUS,,,,-3.4,,no,356480376413
LAZARUS STOUT,,GUEST BEER / CIDER,German Kraft,All,drink,Sunrise,7.2,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK LAZARUS,single choice,no,TOP,TOP LAZARUS,,,,0,,no,356480376413
LAZARUS STOUT,,GUEST BEER / CIDER,German Kraft,All,drink,Sunrise,7.2,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK LAZARUS,single choice,no,HALF TOP,HALF TOP LAZARUS,,,,-3.4,,no,356480376413
MONDO FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK MONDO FESTBIER SIZE / OPTIONS,single choice,no,PINT,21200001500,,,,0,,yes,356480311913
MONDO FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK MONDO FESTBIER SIZE / OPTIONS,single choice,no,HALF,21200001501,,,,-3.4,,no,356480311913
MONDO FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK MONDO FESTBIER SIZE / OPTIONS,single choice,no,SHANDY,21200001502,,,,0,,no,356480311913
MONDO FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK MONDO FESTBIER SIZE / OPTIONS,single choice,no,HALF SHANDY,21200001503,,,,-3.4,,no,356480311913
MONDO FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK MONDO FESTBIER SIZE / OPTIONS,single choice,no,TOP,21200001504,,,,0,,no,356480311913
MONDO FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK MONDO FESTBIER SIZE / OPTIONS,single choice,no,HALF TOP,21200001505,,,,-3.4,,no,356480311913
MONDO FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK MONDO FESTBIER SIZE / OPTIONS,single choice,no,MASS,21200001507,,,,7.1,,no,356480311913
PILLARS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,GK PILLARS FESTBIER SIZE / OPTIONS,single choice,no,PINT,21200006200,,,,0,,yes,356480242713
PILLARS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,GK PILLARS FESTBIER SIZE / OPTIONS,single choice,no,HALF,21200006201,,,,-3.5,,no,356480242713
PILLARS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,GK PILLARS FESTBIER SIZE / OPTIONS,single choice,no,SHANDY,21200006202,,,,0,,no,356480242713
PILLARS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,GK PILLARS FESTBIER SIZE / OPTIONS,single choice,no,HALF SHANDY,21200006203,,,,-3.5,,no,356480242713
PILLARS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,GK PILLARS FESTBIER SIZE / OPTIONS,single choice,no,TOP,21200006204,,,,0,,no,356480242713
PILLARS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,GK PILLARS FESTBIER SIZE / OPTIONS,single choice,no,HALF TOP,21200006205,,,,-3.5,,no,356480242713
PILLARS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,GK PILLARS FESTBIER SIZE / OPTIONS,single choice,no,MASS,21200006207,,,,7.5,,no,356480242713
POOLSIDE,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,PINT,21200000700,,,,0,,yes,356480227213
POOLSIDE,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,HALF,21200000701,,,,-3.4,,no,356480227213
POOLSIDE,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,SHANDY,21200000702,,,,0,,no,356480227213
POOLSIDE,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,HALF SHANDY,21200000703,,,,-3.4,,no,356480227213
POOLSIDE,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,TOP,21200000704,,,,0,,no,356480227213
POOLSIDE,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,HALF TOP,21200000705,,,,-3.4,,no,356480227213
POOLSIDE,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,MASS,21200000707,,,,8.2,,no,356480227213
PURITY SESSION IPA,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,PINT,21200000700,,,,0,,yes,356480220313
PURITY SESSION IPA,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,HALF,21200000701,,,,-3.4,,no,356480220313
PURITY SESSION IPA,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,SHANDY,21200000702,,,,0,,no,356480220313
PURITY SESSION IPA,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,HALF SHANDY,21200000703,,,,-3.4,,no,356480220313
PURITY SESSION IPA,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,TOP,21200000704,,,,0,,no,356480220313
PURITY SESSION IPA,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,HALF TOP,21200000705,,,,-3.4,,no,356480220313
PURITY SESSION IPA,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK PURITY SESSION IPA,single choice,no,MASS,21200000707,,,,8.2,,no,356480220313
RIEGELE PILS,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK RIEGELE PILS SIZE / OPTIONS,single choice,no,PINT,21200006400,,,,0,,yes,356480144413
RIEGELE PILS,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK RIEGELE PILS SIZE / OPTIONS,single choice,no,HALF,21200006401,,,,-3.4,,no,356480144413
RIEGELE PILS,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK RIEGELE PILS SIZE / OPTIONS,single choice,no,SHANDY,21200006402,,,,0,,no,356480144413
RIEGELE PILS,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK RIEGELE PILS SIZE / OPTIONS,single choice,no,HALF SHANDY,21200006403,,,,-3.4,,no,356480144413
RIEGELE PILS,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK RIEGELE PILS SIZE / OPTIONS,single choice,no,TOP,21200006404,,,,0,,no,356480144413
RIEGELE PILS,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK RIEGELE PILS SIZE / OPTIONS,single choice,no,HALF TOP,21200006405,,,,-3.4,,no,356480144413
RIEGELE PILS,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK RIEGELE PILS SIZE / OPTIONS,single choice,no,MASS,21200006407,,,,7.1,,no,356480144413
ROAD SODA PA,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7.2,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK ROAD SODA PA,single choice,no,PINT,21200000500,,,,0,,yes,356480142813
ROAD SODA PA,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7.2,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK ROAD SODA PA,single choice,no,HALF,21200000501,,,,-3.2,,no,356480142813
ROAD SODA PA,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7.2,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK ROAD SODA PA,single choice,no,SHANDY,21200000502,,,,0,,no,356480142813
ROAD SODA PA,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7.2,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK ROAD SODA PA,single choice,no,HALF SHANDY,21200000503,,,,-3.2,,no,356480142813
ROAD SODA PA,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7.2,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK ROAD SODA PA,single choice,no,TOP,21200000504,,,,0,,no,356480142813
ROAD SODA PA,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7.2,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK ROAD SODA PA,single choice,no,HALF TOP,21200000505,,,,-3.2,,no,356480142813
SAINT MONDAY,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK SAINT MONDAY,single choice,no,PINT,GK,,,,0,,yes,356480106713
SAINT MONDAY,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK SAINT MONDAY,single choice,no,HALF,GK,,,,-3.3,,no,356480106713
SAINT MONDAY,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK SAINT MONDAY,single choice,no,SHANDY,GK,,,,0,,no,356480106713
SAINT MONDAY,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK SAINT MONDAY,single choice,no,HALF SHANDY,GK,,,,-3.3,,no,356480106713
SAINT MONDAY,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK SAINT MONDAY,single choice,no,TOP,GK,,,,0,,no,356480106713
SAINT MONDAY,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK SAINT MONDAY,single choice,no,HALF TOP,GK,,,,-3.3,,no,356480106713
SAINT MONDAY,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,7,0,,,20,20,,,SIZE / OPTIONS,SIZE / OPTIONS - GK SAINT MONDAY,single choice,no,MASS,GK,,,,7,,no,356480106713
SAMBROOKS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SAMBROOKS FESTBIER SIZE / OPTIONS,single choice,no,PINT,21200006300,,,,0,,yes,356480105313
SAMBROOKS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SAMBROOKS FESTBIER SIZE / OPTIONS,single choice,no,HALF,21200006301,,,,-3.4,,no,356480105313
SAMBROOKS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SAMBROOKS FESTBIER SIZE / OPTIONS,single choice,no,SHANDY,21200006302,,,,0,,no,356480105313
SAMBROOKS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SAMBROOKS FESTBIER SIZE / OPTIONS,single choice,no,HALF SHANDY,21200006303,,,,-3.4,,no,356480105313
SAMBROOKS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SAMBROOKS FESTBIER SIZE / OPTIONS,single choice,no,TOP,21200006304,,,,0,,no,356480105313
SAMBROOKS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SAMBROOKS FESTBIER SIZE / OPTIONS,single choice,no,HALF TOP,21200006305,,,,-3.4,,no,356480105313
SAMBROOKS FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SAMBROOKS FESTBIER SIZE / OPTIONS,single choice,no,MASS,21200006307,,,,7.1,,no,356480105313
SIREN PORTER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SIREN PORTER SIZE / OPTIONS,single choice,no,HALF,21200006801,,,,-3.4,,no,356480100913
SIREN PORTER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SIREN PORTER SIZE / OPTIONS,single choice,no,HALF SHANDY,21200006803,,,,-3.4,,no,356480100913
SIREN PORTER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SIREN PORTER SIZE / OPTIONS,single choice,no,HALF TOP,21200006805,,,,-3.4,,no,356480100913
SIREN PORTER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SIREN PORTER SIZE / OPTIONS,single choice,no,MASS,21200006807,,,,7.1,,no,356480100913
SIREN PORTER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SIREN PORTER SIZE / OPTIONS,single choice,no,SHANDY,21200006802,,,,0,,no,356480100913
SIREN PORTER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SIREN PORTER SIZE / OPTIONS,single choice,no,TOP,21200006804,,,,0,,no,356480100913
SIREN PORTER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK SIREN PORTER SIZE / OPTIONS,single choice,no,PINT,21200006800,,,,0,,no,356480100913
VOCATION FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK VOCATION FESTBIER SIZE / OPTIONS,single choice,no,PINT,21200006700,,,,0,,yes,356479871413
VOCATION FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK VOCATION FESTBIER SIZE / OPTIONS,single choice,no,HALF,21200006701,,,,-3.4,,no,356479871413
VOCATION FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK VOCATION FESTBIER SIZE / OPTIONS,single choice,no,SHANDY,21200006702,,,,0,,no,356479871413
VOCATION FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK VOCATION FESTBIER SIZE / OPTIONS,single choice,no,HALF SHANDY,21200006703,,,,-3.4,,no,356479871413
VOCATION FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK VOCATION FESTBIER SIZE / OPTIONS,single choice,no,TOP,21200006704,,,,0,,no,356479871413
VOCATION FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK VOCATION FESTBIER SIZE / OPTIONS,single choice,no,HALF TOP,21200006705,,,,-3.4,,no,356479871413
VOCATION FESTBIER,GK,GUEST BEER / CIDER,German Kraft,All,drink,Lemon,6.9,0,,,20,20,,,SIZE / OPTIONS,GK VOCATION FESTBIER SIZE / OPTIONS,single choice,no,MASS,21200006707,,,,7.1,,no,356479871413
CLELLA PERFECT SERVE,22250000500,GIN,German Kraft,All,drink,Rose,12,0,,,20,20,,,,,multi choice,no,,,,,,,,,342311821611
HENDRIX PERFECT SERVE,22250000200,GIN,German Kraft,All,drink,Rose,12,0,,,20,20,,,,,multi choice,no,,,,,,,,,342311468011
NEWTON PERFECT SERVE,22250000100,GIN,German Kraft,All,drink,Rose,12,0,,,20,20,,,,,multi choice,no,,,,,,,,,342311280211
PAMELA PERFECT SERVE,22250000900,GIN,German Kraft,All,drink,Rose,12,0,,,20,20,,,,,multi choice,no,,,,,,,,,342311248611
PAMMY PERFECT SERVE,22250000800,GIN,German Kraft,All,drink,Rose,12,0,,,20,20,,,,,multi choice,no,,,,,,,,,342311248211
ROSA PERFECT SERVE,22250000300,GIN,German Kraft,All,drink,Rose,12,0,,,20,20,,,,,multi choice,no,,,,,,,,,342311141811
RUBY PERFECT SERVE,22250001400,GIN,German Kraft,All,drink,Rose,12,0,,,20,20,,,,,multi choice,no,,,,,,,,,342311140311
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,MEASURE,MEASURE - GK KRAFT GIN,single choice,no,SINGLE (25ML),22200000400,,,,0,,yes,342301680148
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,MEASURE,MEASURE - GK KRAFT GIN,single choice,no,DOUBLE (50ML),22200000408,,,,2,,no,342301680148
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,NO MIXER,GK,,,,0,,yes,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,POSTMIX SODA WATER,99600000600,,,,1,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,DIET COLA,25200000600,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,POSTMIX COLA,99600000100,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,POSTMIX DIET COLA,99600000200,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,POSTMIX LEMONADE,99600000300,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,POSTMIX GINGER BEER,99600000700,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,POSTMIX INDIAN TONIC,99600000400,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,POSTMIX LIGHT TONIC,99600000500,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,POSTMIX APPLE JUICE,99600000800,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,POSTMIX ORANGE JUICE,99600001000,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,POSTMIX CRANBERRY JUICE,99600000900,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,POSTMIX PINEAPPLE JUICE,99600001100,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,POSTMIX PINK GRAPEFRUIT JUICE,25200003900,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,F&S SODA WATER,25100001600,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,FRANKLIN & SONS COLA,25100000400,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,F&S LEMONADE,25100001100,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,F&S GINGER BEER,25100000800,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,F&S GINGER ALE,25100000700,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,F&S INDIAN TONIC,25100002000,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,F&S LIGHT TONIC,25100002200,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,F&S MALLORCAN TONIC,25100001200,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,F&S GRAPEFRUIT TONIC,25100000900,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,TWO KEYS PINK GRAPEFRUIT,25100003900,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,FEVERTREE AROMATIC,25100000300,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,FEVERTREE CUCUMBER,25100000500,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,FEVERTREE ELDERFLOWER,25100000600,,,,3.25,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,FRITZ KOLA,GK,,,,3,,no,342301674654
KRAFT GIN,GK,GIN,German Kraft,All,drink,Cobalt,6.75,0,,,20,20,,,SPIRIT MIXERS,SPIRIT MIXERS - GK SPIRITS,single choice,no,FRITZ LIMO,GK,,,,3,,no,342301674654
